Compound,smiles,MW,Vol,Density,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,MP,BP,pka_acidic,pka_basic,caco2,MDCK,PAMPA,pgp_inh,pgp_sub,hia,f20,f30,f50,OATP1B1,OATP1B3,BCRP,BSEP,BBB,MRP1,PPB,logVDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,HLM-human,cl-plasma,t0.5,BCF,IGC50,LC50DM,LC50FM,hERG,hERG-10um,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,H-HT,Neurotoxicity-DI,Ototoxicity,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,RPMI-8226,A549,HEK293,NR-AhR,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous,Molecule,Canonical SMILES,Formula,MW,Heavy atoms,Aromatic heavy atoms,Fsp3,nRot,nHA,nHD,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski,Ghose,Veber,Egan,Muegge,Bioavailability Score,PAINS,Brenk,Leadlikeness,Synthetic Accessibility
TQ_D22,CCOC(=O)NC1=C(C2CC2)C(=O)C(NC(=O)OCC)=C(C2CC2)C1=O,362.15,353.1309454,1.025540256,8,2,110.8,10,3,6,8,0,16,0.625,0,1,0.699,2.923,0.556,27.143,-0.057,"[(12, 11, 7, 6, 24, 25, 20, 13), (6, 7, 11, 12, 13)]",0,['-'],0,0,0,0,-3.426840989,2.501375866,2.306734548,138.6051897,278.9103789,7.472536418,5.392325232,-4.577982592,-4.703933875,0.048947945,0.997675717,3.39E-05,0.753735676,0.875699751,0.999778504,0.983822381,0.992552042,0.99991107,0.000259945,0.997027934,2.68E-05,0.829307258,97.519564,0.330370812,2.489118145,0.99808228,1.04E-05,0.044259839,0.008828191,0.040894736,3.15E-06,0.000151943,1.98E-09,0.043594435,0.00021514,0.999970078,0.000582236,0.00153686,0.935256898,2.552232492,0.882715023,1.380336263,4.300154919,5.612937288,5.307751667,0.206026539,0.397278428,0.969479084,0.756405056,0.501278758,0.701228976,0.808283925,0.734314501,1.43E-06,0.233330429,0.207830921,0.837559164,0.153630897,0.314274579,0.599600554,0.584681392,0.997061193,0.115130536,0.058856349,0.608847857,0.753536224,0.714547873,0.164922297,0.3546682,0.152777106,0.001386631,0.468980342,0.385910124,0.024415901,0.402304113,0.154976323,0.908893287,4,1,0,4,"[(6,), (11,), (6,), (7, 8, 11, 6, 24, 25), (6, 24, 7, 11, 13, 12)]","[(6, 7, 11, 12, 13), (6, 7, 11, 12, 13, 20, 24, 25), (6,), (2, 3, 4, 5)]","[(5, 3, 4, 2, 1), (6, 7, 11), (12, 11, 7, 6, 24, 25, 20, 13)]","[(6,), (6, 7, 11, 12, 13), (5, 3, 4, 2)]",0.032,0,0.889,0.29,0.198,0.656,0.122,TQ_D22,CCOC(=O)NC1=C(C2CC2)C(=O)C(=C(C1=O)C1CC1)NC(=O)OCC,C18H22N2O6,362.38,26,0,0.56,10,6,2,90.7,110.8,n/d,1.61,1.83,0.48,1.98,1.48,-2.44,1.31E+00,3.62E-03,Soluble,-3.55,1.02E-01,2.83E-04,Soluble,-3.48,1.19E-01,3.30E-04,Soluble,0,1,Yes,n/d,n/d,n/d,n/d,n/d,-7.37,0,0,0,0,0,0.55,1,2,2,3.84
TQ_D23,C=C(C)C1=C(OC)C(=O)C2=C(CC[C@@]3(OC)C(C)(C)CCC(=O)[C@]23C)C1=O,372.19,391.5311381,0.950601277,5,0,69.67,3,3,14,5,0,20,0.15,2,1,0.71,4.614,0.591,62.4,2.125,"[(8, 7, 4, 3, 25, 26, 10, 9), (3, 4, 7, 8, 9)]",0,['-'],0,0,0,0,-4.147738247,2.469698955,2.399305243,156.4568685,297.7738664,8.287414547,4.281738792,-4.647994708,-4.662279431,0.307300508,0.943176687,0.00026144,0.142327785,0.324499071,0.869205356,0.99728293,0.999788344,0.999880314,0.099142998,0.992660403,0.097901694,0.896240652,96.33723123,0.442729356,2.65197896,0.000871814,0.995933712,0.461635679,0.980120838,0.123064645,0.052160226,1.16E-05,4.74E-05,0.157825202,0.998270631,0.298189729,0.007348268,0.827845871,0.598345935,6.203690186,0.866999122,1.450793871,3.991376578,5.726125085,5.153969735,0.031401176,0.22350432,0.406027675,0.596185625,0.440580279,0.498313427,0.964223444,0.914012372,0.024756277,0.73480469,0.115948722,0.882654965,0.347040296,0.313756078,0.771977961,0.63007462,0.984324932,0.160984084,0.048939146,0.414601862,0.002044286,0.004599159,2.07E-05,0.823322475,0.180824101,0.054400131,0.000175625,0.623692691,0.000510186,0.081060983,0.435972333,0.587258637,7,1,0,0,"[(3,), (7,), (20, 21, 22, 23), (3, 4, 7, 5), (3,), (3, 1, 25, 4, 7, 8), (3, 1, 4, 7, 9, 8)]","[(3, 4, 7, 8, 9), (3, 4, 7, 8, 9, 10, 25, 26), (20, 21, 22, 23), (3,)]","[(3, 4, 7), (8, 7, 4, 3, 25, 26, 10, 9)]","[(3,), (3, 4, 7, 8, 9)]",0.064,0.034,0.127,0.19,0.607,0.552,0.057,TQ_D23,COC1=C(C(=C)C)C(=O)C2=C(C1=O)[C@@]1(C)C(=O)CCC([C@@]1(CC2)OC)(C)C,C22H28O5,372.45,27,0,0.59,3,5,0,102.39,69.67,n/d,3.13,3.49,1.35,4.81,3.19,-3.92,4.45E-02,1.19E-04,Soluble,-4.26,2.04E-02,5.47E-05,Moderately soluble,-5.53,1.09E-03,2.93E-06,Moderately soluble,0,0,No,n/d,n/d,n/d,n/d,n/d,-6.35,0,0,0,0,0,0.85,1,1,1,5.08
TQ_D24,CC(C)C1=C(O)C(=O)C2=C(C1=O)[C@H](O)[C@@H]1OC(=O)[C@@]3(C)CC[C@@H](O)C(=C2)[C@@H]13,374.14,365.9631626,1.022343335,7,3,121.13,1,4,16,7,0,23,0.043478261,5,1,0.461,4.966,0.55,68.645,2.416,"[(7, 6, 4, 3, 10, 11, 9, 8), (15, 16, 17), (3, 4, 6, 7, 8)]",0,['-'],0,0,0,0,-3.143699708,1.423343218,0.868812832,233.9099944,321.0473891,6.626600003,4.708877763,-4.947538558,-4.686089228,0.991618097,0.853970945,0.451569259,0.801397219,0.898915991,0.999005613,0.999849796,0.999831319,0.999817669,0.028810779,0.999182284,1.37E-05,0.981473386,76.62577764,-0.016459535,17.28202102,0.081759863,7.88E-06,2.50E-06,2.69E-06,0.328008831,4.09E-08,1.15E-06,7.23E-09,0.000668642,0.077747636,0.001772978,5.08E-14,0.965575516,0.020415885,2.712022272,2.19736323,0.710935573,3.333791847,4.939130056,4.27213976,0.010452753,0.040978137,0.900434196,0.818011463,0.543393135,0.530002773,0.986529112,0.904880941,0.000809167,0.525478542,0.508824348,0.808841288,0.099538192,0.714964151,0.93435204,0.981492102,0.989863813,0.252271354,0.218054548,0.237161338,0.08257363,0.035735857,0.007065658,0.756656647,0.306175411,0.008808149,0.016490441,0.717450202,0.03967594,0.018936282,0.420198768,0.846457183,4,1,0,0,"[(3,), (6,), (3, 4, 6, 5), (3,), (3, 1, 10, 4, 6, 7), (3, 1, 4, 6, 8, 7)]","[(14,), (3, 4, 6, 7, 8), (3, 4, 6, 7, 8, 9, 10, 11), (13, 12, 14), (3,), (18, 16, 17, 15, 14)]","[(3, 4, 6), (7, 6, 4, 3, 10, 11, 9, 8)]","[(3,), (3, 4, 6, 7, 8)]",0.466,0.046,0.406,0.041,0.247,0.526,0.277,TQ_D24,O[C@H]1C2=C(C=C3[C@H]4[C@H]1OC(=O)[C@@]4(C)CC[C@H]3O)C(=O)C(=C(C2=O)C(C)C)O,C20H22O7,374.38,27,0,0.55,1,7,3,93.7,121.13,n/d,0.05,0.91,0.11,1.49,0.64,-2.13,2.80E+00,7.47E-03,Soluble,-2.15,2.67E+00,7.13E-03,Soluble,-1.91,4.61E+00,1.23E-02,Soluble,0,1,Yes,n/d,n/d,n/d,n/d,n/d,-8.55,0,0,0,0,0,0.56,1,1,1,5.33
TQ_D25,C=C1[C@@H]2[C@H](O)[C@@H](OC)C3=C(C(=O)C(O)=C(C[C@H](C)O)C3=O)[C@@]2(C)CC[C@@H]1C,376.19,385.6618388,0.975440041,6,3,104.06,3,3,14,6,0,19,0.157894737,6,1,0.514,5.061,0.619,57.882,2.65,"[(11, 10, 9, 8, 19, 20, 14, 12), (8, 9, 10, 11, 12)]",0,['-'],0,0,0,0,-3.128883927,1.717338915,1.292783329,211.8710587,308.3431248,6.952633873,4.25426746,-5.306215556,-4.989615555,0.941846132,0.146189108,0.001028314,0.298577249,0.038663685,0.341001093,0.612148404,0.980137527,0.99486047,0.000298995,0.9522838,1.76E-05,0.352166474,71.54420491,0.063400356,30.96692389,2.84E-05,0.012993,0.002306457,0.017576396,2.85E-05,0.006177944,7.91E-07,1.23E-05,0.000204899,0.003042514,0.441709369,1.51E-10,0.003894059,0.829128683,3.491491963,1.831372437,0.804511334,3.524253692,5.185239222,4.44469842,0.004052611,0.012561554,0.857362688,0.95447427,0.336301237,0.344787568,0.999661803,0.939258754,0.009284513,0.796300232,0.398921609,0.644483507,0.056187142,0.537368417,0.87739253,0.983131409,0.972291708,0.296208709,0.428690732,0.447119474,0.046030026,0.013416018,0.003444928,0.400672436,0.599524915,0.050415952,0.009930228,0.809904456,0.089274377,0.180074066,0.141853288,0.900802493,7,1,0,0,"[(8,), (10,), (14, 12, 10, 13), (8,), (8, 5, 19, 9, 10, 11), (8, 5, 9, 10, 12, 11)]","[(8, 9, 10, 11, 12), (8, 9, 10, 11, 12, 14, 19, 20), (4, 3, 2), (8,)]","[(8, 9, 10), (11, 10, 9, 8, 19, 20, 14, 12)]","[(8,), (8, 9, 10, 11, 12)]",0.563,0.274,0.26,0.007,0.283,0.45,0.081,TQ_D25,CO[C@H]1C2=C(C(=O)C(=C(C2=O)C[C@@H](O)C)O)[C@@]2([C@@H]([C@@H]1O)C(=C)[C@H](CC2)C)C,C21H28O6,376.44,27,0,0.62,3,6,3,100.42,104.06,n/d,1.33,2.02,0.4,2.54,1.57,-2.81,5.78E-01,1.54E-03,Soluble,-3.12,2.88E-01,7.65E-04,Soluble,-2.9,4.78E-01,1.27E-03,Soluble,0,1,Yes,n/d,n/d,n/d,n/d,n/d,-7.65,0,0,0,0,0,0.56,1,2,1,5.46
TQ_D26,CC(=O)OCCCC1=C(O)C(=O)C2=C(C[C@@H](O)[C@@H]3C(C)=C(C)CC[C@]23C)C1=O,388.19,400.3213651,0.969695934,6,2,100.9,5,3,14,6,0,19,0.263157895,3,1,0.332,4.404,0.591,53.886,2.278,"[(11, 10, 8, 7, 26, 27, 13, 12), (7, 8, 10, 11, 12)]",0,['-'],0,0,0,0,-3.977613584,2.059982148,2.19443482,219.1988611,328.1388208,7.469618385,3.958156088,-5.205749109,-4.872005473,0.903858721,0.774111331,0.006853757,0.203057647,0.352801025,0.862107351,0.662745506,0.988406301,0.994512677,0.000753759,0.990478754,0.003299446,0.987550795,95.58973946,-0.374697173,4.640512798,0.00528906,0.003857673,0.006611364,0.001692192,0.00975528,0.0290065,0.000442209,1.20E-05,0.003296908,0.034111608,6.09E-05,9.05E-07,0.472231656,0.35386008,8.03689688,0.9872188,0.666348333,3.444868115,5.272908346,4.630013069,0.017829973,0.073265411,0.542811453,0.321463585,0.084682941,0.256259203,0.761677325,0.830913186,0.000360103,0.515050292,0.01564879,0.611676991,0.121011913,0.555283964,0.725768745,0.789399028,0.790217996,0.138619199,0.005847246,0.083552778,0.012385674,0.026894385,0.001967079,0.493751794,0.510622025,0.047346804,0.000347219,0.433108747,0.009384913,0.057934999,0.067929745,0.834003508,4,1,0,0,"[(7,), (10,), (7, 8, 10, 9), (7,), (7, 6, 26, 8, 10, 11), (7, 6, 8, 10, 12, 11)]","[(7, 8, 10, 11, 12), (7, 8, 10, 11, 12, 13, 26, 27), (16, 15, 14), (7,)]","[(7, 8, 10), (11, 10, 8, 7, 26, 27, 13, 12)]","[(7,), (7, 8, 10, 11, 12)]",0.377,0.059,0.541,0.042,0.205,0.788,0.206,TQ_D26,CC(=O)OCCCC1=C(O)C(=O)C2=C(C1=O)C[C@@H](O)[C@H]1[C@]2(C)CCC(=C1C)C,C22H28O6,388.45,28,0,0.59,5,6,2,104.26,100.9,n/d,1.75,3.11,1.35,3.66,2.47,-3.02,3.70E-01,9.53E-04,Soluble,-3.49,1.27E-01,3.27E-04,Soluble,-4.22,2.36E-02,6.08E-05,Moderately soluble,0,1,Yes,n/d,n/d,n/d,n/d,n/d,-7.43,0,0,0,0,0,0.56,1,2,1,4.91
TQ_D27,CCO[C@H](C)CC1=C(O)C(=O)C2=C(C1=O)[C@H](O)[C@H](O)[C@H]1C(C)=C(C)CC[C@]21C,390.2,402.957824,0.968339555,6,3,104.06,4,3,14,6,0,18,0.222222222,5,1,0.503,4.859,0.636,56,2.298,"[(10, 9, 7, 6, 13, 14, 12, 11), (6, 7, 9, 10, 11)]",0,['-'],0,0,0,0,-3.729647599,2.083905149,1.721414536,209.9143308,308.9271352,6.819798112,4.383815144,-5.002213368,-4.668463198,0.979657352,0.455166578,0.128187433,0.481151283,0.381909668,0.968050051,0.98828824,0.989593029,0.998693407,0.034103412,0.906360745,0.013410086,0.972738266,77.62320352,0.054323597,26.05830292,0.130498409,0.22869429,0.006063174,0.001190413,0.003341701,0.217647761,0.001242104,6.32E-05,0.002632838,0.320169359,0.852761507,1.02E-07,0.380248427,0.714686871,4.440631503,1.928776045,1.217749402,3.904606594,5.508926173,4.868866067,0.007185098,0.051805045,0.759542465,0.806795895,0.4026815,0.189127699,0.992484152,0.91400975,0.002807708,0.678654075,0.166180149,0.69531554,0.077868156,0.610233068,0.838406563,0.938649356,0.9423365,0.188035727,0.187484592,0.242071077,0.163889647,0.017728858,0.001540168,0.509519279,0.606062174,0.081467055,0.001871267,0.776788771,0.033967327,0.228371337,0.233587801,0.949596703,7,1,0,0,"[(6,), (9,), (6, 7, 9, 8), (6,), (6, 5, 13, 7, 9, 10), (6, 5, 7, 9, 11, 10)]","[(6, 7, 9, 10, 11), (6, 7, 9, 10, 11, 12, 13, 14), (1,), (16, 15, 17), (6,)]","[(6, 7, 9), (10, 9, 7, 6, 13, 14, 12, 11)]","[(6,), (6, 7, 9, 10, 11)]",0.573,0.031,0.143,0.05,0.274,0.475,0.159,TQ_D27,CCO[C@@H](CC1=C(O)C(=O)C2=C(C1=O)[C@H](O)[C@@H]([C@@H]1[C@]2(C)CCC(=C1C)C)O)C,C22H30O6,390.47,28,0,0.64,4,6,3,105.22,104.06,n/d,1.05,2.55,0.62,3.06,1.82,-2.66,8.57E-01,2.20E-03,Soluble,-2.83,5.83E-01,1.49E-03,Soluble,-3.49,1.26E-01,3.23E-04,Soluble,0,1,Yes,n/d,n/d,n/d,n/d,n/d,-7.94,0,0,0,0,0,0.56,1,2,1,5.49
TQ_D28,CC1=CCC[C@H]2[C@](C)(CC3=C(O)C(=O)C4=C(C3=O)C3C=CC4C3)[C@@H](C)CC[C@]12C,392.24,426.0217072,0.920704258,3,1,54.37,2,5,10,3,0,26,0.076923077,6,1,0.488,5.632,0.615,80.762,2.605,"[(13, 12, 10, 9, 16, 17, 15, 14), (9, 10, 12, 13, 14)]",0,['-'],0,1,1,0,-5.26805345,3.670818554,4.065421163,196.0078181,336.1316069,8.072139806,4.342648865,-4.69743614,-4.609782585,0.417086869,0.767007947,0.007686833,0.020288646,0.098257542,0.851347074,0.975352077,0.994511724,0.995385468,0.006502212,0.998672485,0.845929205,0.788725197,97.80455407,0.172019081,2.085653376,0.469907075,0.583435416,0.992294669,0.780715883,0.373237282,0.014269681,0.121224932,0.00163558,0.476327419,0.000124749,0.516423464,0.108023576,0.525055528,0.99982965,3.271531584,0.998116481,2.09685436,5.240501142,6.75377114,6.422383017,0.01368187,0.131559372,0.606297135,0.248526081,0.248343259,0.587208509,0.445870429,0.945039511,0.007422626,0.536079109,0.576114357,0.719338,0.323991865,0.31691438,0.47541368,0.461796343,0.251032054,0.047560573,0.082216792,0.384242147,0.198418677,0.045938425,0.026563061,0.890633523,0.665173471,0.810366392,0.009659163,0.997938216,0.030457526,0.799620867,0.981737018,0.997805059,4,1,0,0,"[(9,), (12,), (9, 10, 12, 11), (9,), (9, 8, 16, 10, 12, 13), (9, 8, 10, 12, 14, 13)]","[(9, 10, 12, 13, 14), (9, 10, 12, 13, 14, 15, 16, 17), (9,)]","[(9, 10, 12), (13, 12, 10, 9, 16, 17, 15, 14)]","[(9,), (9, 10, 12, 13, 14)]",0.517,0.143,0.397,0.065,0.422,0.818,0.067,TQ_D28,O=C1C(=C(C[C@]2(C)[C@@H](C)CC[C@]3([C@H]2CCC=C3C)C)C(=O)C2=C1C1C=CC2C1)O,C26H32O3,392.53,29,0,0.62,2,3,1,116.08,54.37,n/d,5.67,5.64,3.87,5.02,5.05,-5.71,7.59E-04,1.93E-06,Moderately soluble,-6.58,1.04E-04,2.65E-07,Poorly soluble,-5.07,3.36E-03,8.57E-06,Moderately soluble,0,0,No,n/d,n/d,n/d,n/d,n/d,-4.67,0,1,0,0,1,0.85,1,2,2,5.73
TQ_D29,C=CCC1=C(O)C(=O)C2=C(C1=O)[C@H](O)[C@@H](O)[C@H]1C(=O)[C@@](C)(CCC(C)=O)CC[C@H]21,402.17,406.4751331,0.989408619,7,3,128.97,5,3,14,7,0,21,0.238095238,5,1,0.47,4.926,0.545,57.882,2.025,"[(7, 6, 4, 3, 10, 11, 9, 8), (3, 4, 6, 7, 8)]",0,['-'],0,0,1,0,-2.660099706,1.929749653,1.371686837,158.3752621,284.494011,6.4874838,6.042687189,-5.324441529,-4.815278729,0.845421076,0.916044116,0.000125042,0.711271614,0.202210963,0.999043738,0.996827937,0.999984145,0.999987364,0.524586558,0.721286058,5.04E-05,0.036905278,86.30750513,0.206435326,16.79192541,0.000207402,6.75E-05,0.000202108,0.000647979,0.024521673,0.125390977,0.0019185,2.13E-05,0.00170998,3.08E-07,0.104863815,1.85E-10,0.999386072,0.953954101,5.403798456,1.645551431,0.536431633,3.191758835,4.59330327,4.074200219,0.006111678,0.034375969,0.671009481,0.364432067,0.245200917,0.318371117,0.984537482,0.809221506,0.000503057,0.541401923,0.352144063,0.706566393,0.02123066,0.784894347,0.790501058,0.864015639,0.921650827,0.135968313,0.038794752,0.111251988,0.064486414,0.012340233,0.021244325,0.255784512,0.475389987,0.124427654,0.022293029,0.784282267,0.011409177,0.462085515,0.486781478,0.955279112,4,1,0,0,"[(3,), (6,), (16, 17, 18, 19), (3, 4, 6, 5), (3,), (3, 2, 10, 4, 6, 7), (3, 2, 4, 6, 8, 7)]","[(3, 4, 6, 7, 8), (3, 4, 6, 7, 8, 9, 10, 11), (13, 12, 14), (16, 17, 18, 19), (3,)]","[(22, 23, 25, 24), (3, 4, 6), (7, 6, 4, 3, 10, 11, 9, 8), (1, 0)]","[(3,), (3, 4, 6, 7, 8)]",0.499,0.03,0.173,0.043,0.288,0.658,0.298,TQ_D29,C=CCC1=C(O)C(=O)C2=C(C1=O)[C@H](O)[C@H]([C@@H]1[C@@H]2CC[C@](C1=O)(C)CCC(=O)C)O,C22H26O7,402.44,29,0,0.55,5,7,3,104.54,128.97,n/d,0.14,1.53,-0.34,2.83,1.04,-2.09,3.25E+00,8.07E-03,Soluble,-2.4,1.58E+00,3.94E-03,Soluble,-3.02,3.86E-01,9.59E-04,Soluble,0,1,Yes,n/d,n/d,n/d,n/d,n/d,-8.66,0,0,0,0,0,0.56,1,2,1,5.4
TQ_D30,CO[C@@H]1OC2=C(C[C@H]1O)C(=O)C1=C(C2=O)[C@@]2(C)CCC(C)=C(C)[C@@H]2[C@H](O)[C@H]1OC,404.18,403.191592,1.00245146,7,2,102.29,2,4,18,7,0,23,0.086956522,6,1,0.532,5.189,0.636,70,2.588,"[(10, 9, 5, 4, 13, 14, 12, 11), (4, 5, 9, 10, 11)]",0,['-'],0,0,1,0,-3.131524713,1.582597975,1.116822954,217.1449117,301.257874,6.845914773,4.291441709,-5.260009057,-4.922284944,0.894195497,0.938624501,0.013227974,0.842886925,0.299457014,0.75221622,0.388834,0.991227746,0.981892288,6.44E-05,0.966812193,0.000345188,0.695409298,88.65662885,0.359604492,15.91082573,3.61E-06,0.701324761,0.000553912,0.146282837,0.002979338,0.000148418,8.07E-07,3.61E-06,0.00015823,0.965313137,0.000197989,2.09E-12,0.108587936,0.011515046,6.247619837,2.013076906,1.068685751,3.667468137,5.340454493,4.606205278,0.001798138,0.014644321,0.992731512,0.972877502,0.251175284,0.387092263,0.999960423,0.988926649,1.89E-06,0.066012934,0.004302753,0.968640268,0.061978366,0.742863238,0.99650526,0.998709679,0.999967813,0.710119903,0.126337886,0.680123687,0.329488546,0.607878268,0.099302649,0.958102822,0.762092829,0.42838046,0.005627588,0.780759692,0.710358024,0.340192616,0.601031303,0.981855392,7,1,0,0,"[(4,), (9,), (5, 4, 13, 3), (2,), (4,), (5, 6, 9, 4, 13, 14), (4, 13, 5, 9, 11, 10)]","[(4, 5, 9, 10, 11), (4, 5, 9, 10, 11, 12, 13, 14), (8, 7, 6), (4,)]","[(4, 5, 9), (10, 9, 5, 4, 13, 14, 12, 11)]","[(4,), (4, 5, 9, 10, 11)]",0.494,0.283,0.33,0.007,0.244,0.142,0.153,TQ_D30,CO[C@H]1C2=C(C(=O)C3=C(C2=O)C[C@@H](O)[C@@H](O3)OC)[C@@]2([C@@H]([C@@H]1O)C(=C(CC2)C)C)C,C22H28O7,404.45,29,0,0.64,2,7,2,103.71,102.29,n/d,0.43,1.58,0.22,2.12,1.09,-2.49,1.32E+00,3.26E-03,Soluble,-2.15,2.89E+00,7.15E-03,Soluble,-3.05,3.64E-01,8.99E-04,Soluble,0,1,Yes,n/d,n/d,n/d,n/d,n/d,-8.46,0,0,0,0,0,0.56,1,2,1,5.89
TQ_D31,CC(C)=C[C@@H]1C/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC2=C(O)C(=O)C1=C(O)C2=O,410.25,455.2083931,0.90123558,4,2,74.6,1,3,0,4,0,23,0.043478261,1,1,0.38,5.189,0.462,40.263,1.72,"[(24, 23, 21, 20, 28, 29, 26, 25), (20, 21, 23, 24, 25)]",0,['-'],0,1,1,0,-4.583113742,4.318930974,5.056996222,137.9461665,337.0867544,6.753041824,3.686262308,-4.974128718,-4.740960135,0.927161932,0.773057222,0.728949189,0.985760028,0.870787635,0.99947786,0.999940855,0.998658538,0.997430623,0.127388492,0.747319818,0.000251205,0.988993108,98.03131891,0.019914044,1.745361436,0.214871868,2.97E-05,0.998414397,0.028306402,0.999894857,0.000157665,0.000105379,9.67E-07,0.586742043,0.014954993,1,8.57E-13,0.999935031,0.935289204,3.375564038,1.355373898,2.146862198,5.041748033,6.484529975,6.216739446,0.001600836,0.007205472,0.977637887,0.062851168,0.250562191,0.846338689,0.999995351,0.242755204,0.797409713,0.964477539,0.082212448,0.937867641,0.031591352,0.375381798,0.66343379,0.86262536,0.074127853,0.10703402,0.06974867,0.165604472,0.001994513,1.37E-06,6.06E-07,0.000470598,0.005840462,2.05E-05,5.16E-05,0.808527231,5.80E-06,0.013570655,0.200104579,0.123928674,4,1,0,0,"[(20,), (23,), (20, 21, 23, 22), (20,), (20, 19, 28, 21, 23, 24), (20, 19, 21, 23, 25, 24)]","[(20, 21, 23, 24, 25), (20, 21, 23, 24, 25, 26, 28, 29), (20,)]","[(20, 21, 23), (24, 23, 21, 20, 28, 29, 26, 25)]","[(20,), (20, 21, 23, 24, 25)]",0.995,0.075,0.615,0.2,0.67,0.904,0.26,TQ_D31,C/C/1=C/CC2=C(O)C(=O)C(=C(C2=O)O)[C@H](C=C(C)C)C/C(=C\CC/C(=C\CC1)/C)/C,C26H34O4,410.55,30,0,0.46,1,4,2,123.57,74.6,n/d,5.1,6.54,2.86,4.67,4.79,-5.53,1.20E-03,2.94E-06,Moderately soluble,-6.41,1.60E-04,3.89E-07,Poorly soluble,-4.7,8.25E-03,2.01E-05,Moderately soluble,0,1,No,n/d,n/d,n/d,n/d,n/d,-5.18,0,1,0,1,1,0.85,1,2,2,6.18
TQ_D32,CC(=O)O[C@@H]1CC[C@]2(C)C3=C(C(=O)C(O)=C2C1(C)C)C(=O)C([C@H](C)CO)=C(O)C3=O,418.16,415.26536,1.006970579,8,3,138.2,4,3,14,8,0,20,0.2,3,1,0.359,4.533,0.545,61.941,2.444,"[(20, 19, 10, 9, 28, 29, 26, 21), (9, 10, 11, 12, 13)]",0,['-'],0,0,1,0,-3.217683943,1.324968134,0.879275797,240.5093163,338.4790527,5.835576662,3.063826799,-4.948668082,-4.8847205,0.995719731,0.98291105,0.223727793,0.885406993,0.862987459,0.995678153,0.991222144,0.992106199,0.994613588,0.004217192,0.864498615,1.45E-06,0.988973081,81.23223355,-0.116448798,17.94829659,0.552686691,0.000687761,0.328146547,0.002900244,0.610727847,0.004756423,0.000128711,4.93E-07,0.003478594,0.002130521,0.976373434,2.00E-08,0.999530673,0.00446308,1.430861142,1.568567592,0.690308589,3.512091468,5.395751108,4.657661966,0.002117779,0.006622673,0.92808044,0.868646622,0.373148948,0.162423685,0.995571733,0.857423484,0.000329501,0.2663019,0.037533347,0.846347272,0.08683943,0.607335329,0.932653129,0.955950797,0.99690634,0.170210272,0.036072202,0.141544908,0.000895175,0.530246198,0.018243095,0.34009859,0.477190316,0.072028399,0.000855373,0.486432999,0.004637913,0.007935276,0.11856816,0.219943941,4,1,0,0,"[(9,), (11,), (15, 13, 11, 14), (9,), (9, 7, 28, 10, 11, 12), (9, 7, 10, 11, 13, 12)]","[(9, 10, 11, 12, 13), (9, 10, 19, 20, 21, 26, 28, 29), (25, 24, 22), (9,)]","[(9, 10, 11), (20, 19, 10, 9, 28, 29, 26, 21)]","[(9,), (9, 10, 11, 12, 13)]",0.358,0.036,0.217,0.176,0.409,0.959,0.344,TQ_D32,OC[C@H](C1=C(O)C(=O)C2=C(C1=O)C(=O)C(=C1[C@]2(C)CC[C@H](C1(C)C)OC(=O)C)O)C,C22H26O8,418.44,30,0,0.55,4,8,3,105.77,138.2,n/d,1.65,2.03,-0.32,2.71,1.52,-3.21,2.58E-01,6.17E-04,Soluble,-4.17,2.86E-02,6.83E-05,Moderately soluble,-3.35,1.87E-01,4.48E-04,Soluble,0,1,Yes,n/d,n/d,n/d,n/d,n/d,-7.68,0,0,0,1,0,0.56,1,2,1,4.98
